1;Nazwa;Nazwa_IZFiA;Nazwa.2;Oplaty_biezace;Forma_prawna;TFI;Zarzadzajacy1;Od_kiedy1;Zarzadzajacy2;Od_kiedy2;Zarzadzajacy3;Od_kiedy3;Zarzadzajacy4;Od_kiedy4;Zarzadzajacy5;Od_kiedy5;Data_utworzenia;Pierwsza_wplata;Nastepna_wplata;Wycena;Aktywa;Lokalizacja;Profil;Benchmark;OZZ;OZN;OZU;OZW;TER;
2714;NN (L) Spó³ek Dywidendowych Rynków Wschodz¹cych;NN (L) Spó³ek Dywidendowych Rynków Wschodz¹cych;;2,97;SFIO;NN;Marcin Szortyka;01.11.2009;;;;;;;;;23.11.2009;200;50;codziennie;82;zagraniczne;akcji ;fundusz nie posiada benchmarku;2.5;5;0;0;2.45;
2715;NN (L) Spó³ek Dywidendowych USA;NN (L) Spó³ek Dywidendowych USA;;2,92;SFIO;NN;Marcin Szortyka;01.11.2009;;;;;;;;;23.11.2009;200;50;codziennie;78.8;zagraniczne;akcji ;fundusz nie posiada benchmarku;2.5;5;0;0;2.45;
2717;NN (L) Stabilny Globalnej Alokacji EUR (EUR);NN (L) Stabilny Globalnej Alokacji EUR;;2,06;SFIO;NN;Marcin Szortyka;01.11.2014;;;;;;;;;21.11.2014;200;40;codziennie;31.7;zagraniczne;absolutnej stopy zwrotu;fundusz nie posiada benchmarku;1.5;1.5;0;0;;limity wp³at w EURO
2716;NN (L) Stabilny Globalnej Alokacji;NN (L) Stabilny Globalnej Alokacji;;1,87;SFIO;NN;Marcin Szortyka;01.03.2014;;;;;;;;;24.03.2014;200;50;codziennie;260.5;zagraniczne;absolutnej stopy zwrotu;fundusz nie posiada benchmarku;1.5;2;0;0;1.49;
2711;NN Obligacji;NN (PL) Obligacji;;1,25;FIO;NN;Tomasz Rabêda;01.04.2018;;;;;;;;;24.02.1999;200;50;codziennie;960.3;polskie;d³u¿ne ;100% ICE BofAML Poland Government Index;1.25;1;0;0;1.17;
2726;NN Perspektywa 2020;NN Subfundusz Perspektywa 2020;;1,61;SFIO;NN;Rados³aw Sosna;01.06.2017;;;;;;;;;19.03.2012;200;50;codziennie;59.1;zagraniczne;mieszane ;fundusz nie posiada benchmarku;1.3;3;0;0;1.14;
2727;NN Perspektywa 2025;NN Subfundusz Perspektywa 2025;;1,82;SFIO;NN;Rados³aw Sosna;01.06.2017;;;;;;;;;19.03.2012;200;50;codziennie;94.1;zagraniczne;mieszane ;fundusz nie posiada benchmarku;1.5;3;0;0;1.34;
2728;NN Perspektywa 2030;NN Subfundusz Perspektywa 2030;;2,04;SFIO;NN;Rados³aw Sosna;01.06.2017;;;;;;;;;19.03.2012;200;50;codziennie;77.4;zagraniczne;mieszane ;fundusz nie posiada benchmarku;1.7;3;0;0;1.47;
2729;NN Perspektywa 2035;NN Subfundusz Perspektywa 2035;;2,25;SFIO;NN;Rados³aw Sosna;01.06.2017;;;;;;;;;19.03.2012;200;50;codziennie;69.3;zagraniczne;mieszane ;fundusz nie posiada benchmarku;1.9;3;0;0;1.54;
2730;NN Perspektywa 2040;NN Subfundusz Perspektywa 2040;;2,46;SFIO;NN;Rados³aw Sosna;01.06.2017;;;;;;;;;19.03.2012;200;50;codziennie;53.1;zagraniczne;mieszane ;fundusz nie posiada benchmarku;2.1;3;0;0;1.68;
2731;NN Perspektywa 2045;NN Subfundusz Perspektywa 2045;;2,46;SFIO;NN;Rados³aw Sosna;01.06.2017;;;;;;;;;19.03.2012;200;50;codziennie;65.4;zagraniczne;mieszane ;fundusz nie posiada benchmarku;2.1;3;0;0;1.72;
2732;NN SFIO Akcji 2;NN SFIO Akcji 2;;0,80;SFIO;NN;Micha³ Witkowski;01.04.2018;;;;;;;;;05.11.2001;2000000;10000;codziennie;1602.7;polskie;akcji ;100% WIG;0.8;5;0;0;0.82;
2733;NN SFIO Obligacji 2;NN SFIO Obligacji 2;;0,53;SFIO;NN;Tomasz Rabêda;01.11.2015;;;;;;;;;19.11.2001;2000000;10000;codziennie;2090.8;polskie;d³u¿ne ;100% ICE BofAML Poland Government Index;0.53;2;0;0;0.53;
2734;NN Stabilnego Wzrostu;NN (PL) Stabilnego Wzrostu;;2,50;FIO;NN;Micha³ Witkowski;01.04.2018;Tomasz Rabêda;01.04.2018;;;;;;;06.12.2000;200;50;codziennie;1215.2;zagraniczne;mieszane polskie;30% WIG + 35% ICE BofAML Poland Government Index + 35% ICE BofAML 1-4 Year Poland Government Index;2.5;3;0;0;1.97;
2736;NN Œrednich i Ma³ych Spó³ek;NN (PL) Œrednich i Ma³ych Spó³ek;;3,51;FIO;NN;Micha³ Witkowski;01.01.2015;;;;;;;;;24.10.2001;200;50;codziennie;238.2;polskie;akcji ;60% mWIG40TR + 40% sWIG80TR;3.5;4;0;0;3.54;
2735;NN Zrównowa¿ony;NN (PL) Zrównowa¿ony;;3,00;FIO;NN;Marcin Szortyka;01.06.2008;Wojciech Górny;01.11.2014;;;;;;;09.03.1998;200;50;codziennie;654.9;zagraniczne;mieszane polskie;50% WIG + 25% ICE BofAML Poland Government Index + 25% ICE BofAML 1-4 Year Poland Government Index;3;3.5;0;0;2.39;
3314;Noble Fund Africa and Frontier;Noble Fund Africa and Frontier;;4,43;SFIO;Noble Funds;Tomasz Manowiec;01.01.2013;Daniel Zegad³o;01.07.2014;Miko³aj Raczyñski;01.07.2014;Ryszard Miodoñski;01.09.2016;;;11.08.2010;500;100;codziennie;7.9;zagraniczne;akcji ;fundusz nie posiada benchmarku;4;3.5;0;0;4.4;
3307;Noble Fund Akcji Ma³ych i Œrednich Spó³ek;Noble Fund Akcji Ma³ych i Œrednich Spó³ek;;4,04;FIO;Noble Funds;Tomasz Manowiec;01.01.2013;Daniel Zegad³o;01.07.2014;Miko³aj Raczyñski;01.07.2014;Ryszard Miodoñski;01.09.2016;;;01.08.2007;500;100;codziennie;209.7;polskie;akcji ;60% mWIG40 + 20% WIBID O/N + 10% mDAX (EUR) + 10% Russell 2000 (USD);4;3.5;0;20;4.9;
3306;Noble Fund Akcji;Noble Fund Akcji;;4,03;FIO;Noble Funds;Tomasz Manowiec;01.01.2013;Daniel Zegad³o;01.07.2014;Miko³aj Raczyñski;01.07.2014;Ryszard Miodoñski;01.09.2016;;;01.12.2006;500;100;codziennie;323.9;polskie;akcji ;90% WIG + 10% WIBID O/N;4;3.5;0;0;4.04;
3308;Noble Fund Global Return;Noble Fund Global Return;;4,08;FIO;Noble Funds;Tomasz Manowiec;01.01.2013;Daniel Zegad³o;01.07.2014;Miko³aj Raczyñski;01.07.2014;Ryszard Miodoñski;01.09.2016;;;13.03.2009;500;100;codziennie;60.4;zagraniczne;absolutnej stopy zwrotu;fundusz nie posiada benchmarku;4;3;0;10;4.93;
3309;Noble Fund Mieszany;Noble Fund Mieszany;;4,04;FIO;Noble Funds;Tomasz Manowiec;01.01.2013;Daniel Zegad³o;01.07.2014;Miko³aj Raczyñski;01.07.2014;Ryszard Miodoñski;01.09.2016;;;01.12.2006;500;100;codziennie;82.7;zagraniczne;mieszane polskie;50% WIG + 50% WIBID O/N;4;3;0;0;4.08;
3310;Noble Fund Obligacji;Noble Fund Obligacji;;1,54;FIO;Noble Funds;Tomasz Manowiec;01.05.2014;Daniel Zegad³o;01.07.2014;Miko³aj Raczyñski;01.07.2014;Ryszard Miodoñski;01.09.2016;;;02.05.2014;500;100;codziennie;66.3;polskie;d³u¿ne ;100% Treasury BondSpot Poland Index;1.5;1;0;0;1.54;
3311;Noble Fund Pieniê¿ny;Noble Fund Pieniê¿ny;;1,02;FIO;Noble Funds;Tomasz Manowiec;01.04.2014;Daniel Zegad³o;01.07.2014;Miko³aj Raczyñski;01.07.2014;Ryszard Miodoñski;01.09.2016;;;01.12.2006;500;100;codziennie;296.3;polskie;gotówkowe i pieniê¿ne ;100% WIBID O/N;1;0.5;0;0;1.02;
3312;Noble Fund Stabilnego Wzrostu Plus;Noble Fund Stabilnego Wzrostu Plus;;3,54;FIO;Noble Funds;Tomasz Manowiec;01.01.2013;Daniel Zegad³o;01.07.2014;Miko³aj Raczyñski;01.07.2014;Ryszard Miodoñski;01.09.2016;;;28.12.2007;500;100;codziennie;188.6;zagraniczne;mieszane polskie;25% WIG + 75% WIBID O/N;3.5;2;0;0;3.56;
3313;Noble Fund Timingowy;Noble Fund Timingowy;;4,05;FIO;Noble Funds;Tomasz Manowiec;01.01.2013;Daniel Zegad³o;01.07.2014;Miko³aj Raczyñski;01.07.2014;Ryszard Miodoñski;01.09.2016;;;31.07.2008;500;100;codziennie;71.9;zagraniczne;mieszane polskie;fundusz nie posiada benchmarku;4;3;0;10;4.45;
3315;Novo Akcji;Novo FIO (Akcji);;4,43;FIO;Novo;Bartosz Walczak;01.01.2018;;;;;;;;;01.06.1998;100;50;codziennie;79.7;polskie;akcji ;100% WIG, pomniejszone o koszty zarz¹dzania;4;4;0;0;4.02;
3316;Novo Aktywnej Alokacji;Novo FIO (Aktywnej Alokacji);;4,07;FIO;Novo;Bartosz Walczak;01.01.2018;;;;;;;;;02.11.2009;100;50;codziennie;27.7;zagraniczne;mieszane polskie;fundusz nie posiada benchmarku;3.5;3;0;0;3.52;
3317;Novo Globalnego Dochodu;Novo FIO (Globalnego Dochodu);;4,50;FIO;Novo;Bartosz Walczak;01.01.2018;;;;;;;;;08.07.2014;100;50;codziennie;0.4;zagraniczne;mieszane ;fundusz nie posiada benchmarku;2;1.5;0;0;5.95;
3318;Novo Gotówkowy;Novo FIO (Gotówkowy);;1,77;FIO;Novo;Bartosz Walczak;01.01.2018;;;;;;;;;04.08.2008;100;50;codziennie;84.1;polskie;gotówkowe i pieniê¿ne ;100% WIBID 6M, pomniejszone o koszty zarz¹dzania;1;0.15;0;0;1.01;
3319;Novo Ma³ych i Œrednich Spó³ek;Novo FIO (Ma³ych i Œrednich Spó³ek);;2,28;FIO;Novo;Bartosz Walczak;01.01.2018;;;;;;;;;06.06.2017;100;50;codziennie;12.6;polskie;akcji ;fundusz nie posiada benchmarku;4;4;0;0;2.28;
3320;Novo Obligacji Przedsiêbiorstw;Novo FIO (Obligacji Przedsiêbiorstw);;2,03;FIO;Novo;Bartosz Walczak;01.01.2018;;;;;;;;;01.06.1998;100;50;codziennie;223.6;polskie;d³u¿ne ;100% Bloomberg/EFFAS Bond Indices Poland Liquid 1-3 Yr, pomniejszone o koszty zarz¹dzania;1.9;0.1;0;0;1.9;
3321;Novo Papierów D³u¿nych;Novo FIO (Papierów D³u¿nych);;2,21;FIO;Novo;Bartosz Walczak;01.01.2018;;;;;;;;;19.01.2001;100;50;codziennie;25.8;polskie;d³u¿ne ;100% Bloomberg/EFFAS Bond Indices Poland Liquid All & 1Yr, pomniejszone o koszty zarz¹dzania;1.5;0.5;0;0;1.52;
3322;Novo Stabilnego Wzrostu;Novo FIO (Stabilnego Wzrostu);;3,72;FIO;Novo;Bartosz Walczak;01.01.2018;;;;;;;;;01.09.1999;100;50;codziennie;43.6;zagraniczne;mieszane polskie;25% WIG + 75% Bloomberg/EFFAS Bond Indices Poland Liquid 1-3 Yr, pomniejszone o koszty zarz¹dzania;3;1.5;0;0;3.01;
3323;Novo Zrównowa¿onego Wzrostu;Novo FIO (Zrównowa¿onego Wzrostu);;4,13;FIO;Novo;Bartosz Walczak;01.01.2018;;;;;;;;;01.06.1998;100;50;codziennie;53.8;zagraniczne;mieszane polskie;50% WIG + 50% Bloomberg/EFFAS Bond Indices Poland Liquid 1-3 Yr, pomniejszone o koszty zarz¹dzania;4;2;0;0;4.24;
3339;Open Finance Akcji Ma³ych i Œrednich Spó³ek;Open Finance Akcji Ma³ych i Œrednich Spó³ek;;4,81;FIO;Open Finance;Pawe³ Niniewski;01.01.2015;Tomasz Manowiec;01.06.2017;Daniel Zegad³o;01.06.2017;Miko³aj Raczyñski;01.06.2017;Ryszard Miodoñski;01.06.2017;08.11.2012;500;100;codziennie;6.8;polskie;akcji ;70% mWIG40 + 20% sWIG80 + 10% Citibank Polish Bond Government Index (1-3);4;4;0;20;4.82;
3338;Open Finance Akcji;Open Finance Akcji;;5,05;FIO;Open Finance;Pawe³ Niniewski;01.11.2015;Tomasz Manowiec;01.06.2017;Daniel Zegad³o;01.06.2017;Miko³aj Raczyñski;01.06.2017;Ryszard Miodoñski;01.06.2017;08.11.2012;500;100;codziennie;3.2;polskie;akcji ;90% WIG + 10% Citigroup Poland Government Index (1-3);4;4;0;20;5.05;
3340;Open Finance Aktywnej Alokacji;Open Finance Aktywnej Alokacji;;4,80;FIO;Open Finance;Tomasz Manowiec;01.06.2017;Daniel Zegad³o;01.06.2017;Miko³aj Raczyñski;01.06.2017;Ryszard Miodoñski;01.06.2017;;;08.11.2012;500;100;codziennie;5.8;zagraniczne;mieszane polskie;sta³a stopa odniesienia równa 0%;4;3.5;0;15;4.8;
3341;Open Finance Obligacji;Open Finance Obligacji;;2,48;FIO;Open Finance;Tomasz Manowiec;01.06.2017;Daniel Zegad³o;01.06.2017;Miko³aj Raczyñski;01.06.2017;Ryszard Miodoñski;01.06.2017;;;08.11.2012;500;100;codziennie;20.9;polskie;d³u¿ne ;100% Citigroup Poland Government Index;2;1;0;0;2.49;
3342;Open Finance Pieniê¿ny;Open Finance Pieniê¿ny;;1,61;FIO;Open Finance;Tomasz Manowiec;01.06.2017;Daniel Zegad³o;01.06.2017;Miko³aj Raczyñski;01.06.2017;Ryszard Miodoñski;01.06.2017;;;08.11.2012;500;100;codziennie;27.6;polskie;d³u¿ne ;100% WIBID 3M, skorygowane o stopê rezerwy obowi¹zkowej NBP;1.2;0;0;0;1.61;
3343;Open Finance Stabilnego Wzrostu;Open Finance Stabilnego Wzrostu;;4,24;FIO;Open Finance;Tomasz Manowiec;01.06.2017;Daniel Zegad³o;01.06.2017;Miko³aj Raczyñski;01.06.2017;Ryszard Miodoñski;01.06.2017;;;08.11.2012;500;100;codziennie;11.6;zagraniczne;mieszane polskie;25% WIG + 75% Citigroup Poland Government Index (1-3);3.5;3;0;0;4.24;
3332;Opera Alfa-plus.pl;OPERA SFIO (Alfa-plus.pl);;6,29;SFIO;Opera;Bartosz Walczak;01.01.2018;;;;;;;;;17.04.2009;160000;10000;tygodniowo;33.5;zagraniczne;absolutnej stopy zwrotu;fundusz nie posiada benchmarku;0;1.5;1;25;4.6;
3333;Opera Avista-plus.pl;OPERA SFIO (Avista-plus.pl);;4,92;SFIO;Opera;Bartosz Walczak;01.01.2018;;;;;;;;;17.04.2009;160000;10000;tygodniowo;1.9;zagraniczne;d³u¿ne ;fundusz nie posiada benchmarku;0;0.5;1;10;3.55;
3327;Opera Avista.pl;OPERA FIO (Avista.pl);;1,32;FIO;Opera;Bartosz Walczak;01.01.2018;;;;;;;;;28.02.2007;500;500;codziennie;20.4;polskie;d³u¿ne ;fundusz nie posiada benchmarku;0.3;0;0;0;0.87;
NA;Opera Beta-plus.pl;;;3,09;SFIO;Opera;Bartosz Walczak;01.01.2018;;;;;;;;;17.04.2009;160000;10000;tygodniowo;14.6;zagraniczne;akcji ;fundusz nie posiada benchmarku;0;1.5;1;25;;
3328;Opera Equilibrium.pl;OPERA FIO (Equilibrium.pl);;6,18;FIO;Opera;Bartosz Walczak;01.01.2018;;;;;;;;;30.06.2008;500;500;codziennie;5.8;zagraniczne;mieszane polskie;fundusz nie posiada benchmarku;1.75;0.5;0;10;4.91;
3331;Opera NGO SFIO;OPERA NGO SFIO;;5,95;SFIO;Opera;Bartosz Walczak;01.01.2018;;;;;;;;;22.02.2006;50000;10000;tygodniowo;17.6;zagraniczne;mieszane ;fundusz nie posiada benchmarku;1.5;0;0;10;4.33;
3329;Opera Pecunia.pl;OPERA FIO (Pecunia.pl);;1,54;FIO;Opera;Bartosz Walczak;01.01.2018;;;;;;;;;07.10.2010;500;500;codziennie;11.4;polskie;gotówkowe i pieniê¿ne ;fundusz nie posiada benchmarku;0.3;0;0;0;1.12;
3334;Opera Tutus-plus;OPERA SFIO (Tutus-plus);;2,52;SFIO;Opera;Bartosz Walczak;01.01.2018;;;;;;;;;07.12.2011;160000;10000;tygodniowo;231.8;polskie;d³u¿ne ;fundusz nie posiada benchmarku;0.17;1.5;1;4.88;0.46;
3330;Opera Universa.pl;OPERA FIO (Universa.pl);;6,57;FIO;Opera;Bartosz Walczak;01.01.2018;;;;;;;;;28.02.2007;500;500;codziennie;5.1;zagraniczne;akcji ;fundusz nie posiada benchmarku;2.75;1;0;10;4.6;
3335;Optimum Akcji;OPTIMUM FIO (Akcji);;5,26;FIO;Optimum;Bartosz Walczak;01.01.2018;;;;;;;;;16.10.2013;100;50;codziennie;104.2;polskie;akcji ;30% S&P500 + 20% WIG20 + 20% MSCI Emerging Markets + 15% EuroStoxx600 + 10% WIBID 3M + 5% NIKKEI225, pomniejszone o koszty zarz¹dzania;3.95;4;0;0;4.39;
3336;Optimum Gotówkowy;OPTIMUM FIO (Gotówkowy);;1,81;FIO;Optimum;Bartosz Walczak;01.01.2018;;;;;;;;;16.10.2013;100;50;codziennie;22.7;polskie;gotówkowe i pieniê¿ne ;100% Bloomberg Poland Local Sovereign Index 1 to 5 Year, pomniejszone o koszty zarz¹dzania;1;0;0;0;1.71;
3337;Optimum Obligacji;OPTIMUM FIO (Obligacji);;2,37;FIO;Optimum;Bartosz Walczak;01.01.2018;;;;;;;;;16.10.2013;100;50;codziennie;51.9;polskie;d³u¿ne ;100% Bloomberg/EFFAS Bond Indices Poland Liquid 1-5 Yr, pomniejszone o koszty zarz¹dzania;1.75;1.5;0;0;2.27;
NA;Optimum VL Agresywny;;;1,02;FIO;Optimum;Bartosz Walczak;01.01.2018;;;;;;;;;27.09.2017;100;50;codziennie;85.7;zagraniczne;mieszane ;100% dwukrotnoœæ wskaŸnika WIBID 3M, pomniejszone o koszty zarz¹dzania;3.5;4;0;0;;
NA;Optimum VL Aktywny;;;0,61;FIO;Optimum;Bartosz Walczak;01.01.2018;;;;;;;;;27.09.2017;100;50;codziennie;23.8;zagraniczne;mieszane ;100% WIBID 3M, pomniejszone o koszty zarz¹dzania;1.5;2;0;0;;
3383;Pekao Akcji Amerykañskich;Pioneer Akcji Amerykañskich;;4,21;FIO;Pekao Walutowy;Karol Ciuk;01.06.2017;;;;;;;;;08.06.2000;1000;500;codziennie;303.2;zagraniczne;akcji ;50% MSCI USA Total Return + 15% MSCI US Mid Cap Value + 15% MSCI US Prime Market Value Index + 15% MSCI US Prime Market Growth Index + 5% FTSE USD 3-Month Eurodeposit;3.5;5;0;0;3.38;
3385;Pekao Akcji Europejskich;Pioneer Akcji Europejskich;;4,23;FIO;Pekao Walutowy;Piotr Sa³ata;01.01.2016;Karol Ciuk;01.06.2017;;;;;;;29.04.2004;1000;500;codziennie;335;zagraniczne;akcji ;65% MSCI Europe + 15% MSCI Europe Value + 15% MSCI Europe Small Cap + 5% FTSE EUR 3-Month Eurodeposit;3.5;5;0;0;3.41;
3345;Pekao Akcji Ma³ych i Œrednich Spó³ek Rynków Rozwiniêtych;Pioneer Akcji MiŒ Spó³ek Rynków Rozwiniêtych;;4,23;SFIO;Pekao Funduszy Globalnych;Karol Ciuk;01.06.2017;;;;;;;;;10.04.2007;1000;500;codziennie;121.1;zagraniczne;akcji ;45% MSCI Europe Small Cap + 30% MSCI Europe + 20% MSCI US Mid Cap Value + 5% WIBID;3.5;5;0;0;3.53;
3361;Pekao Akcji Polskich;Pioneer Akcji Polskich;;4,01;FIO;Pekao;Piotr Sa³ata;01.01.2016;;;;;;;;;18.12.1995;1000;100;codziennie;555;polskie;akcji ;80% WIG + 10% MSCI Europe + 10% WIBID 1M;4;5;0;0;3.74;
3346;Pekao Akcji Rynków Dalekiego Wschodu;Pioneer Akcji Rynków Dalekiego Wschodu;;3,39;SFIO;Pekao Funduszy Globalnych;Karol Ciuk;01.06.2017;;;;;;;;;05.06.2007;1000;500;codziennie;53.4;zagraniczne;akcji ;35% MSCI China 10/40 Index + 25% MSCI Japan Index + 35% MSCI AC Asia ex. Japan Index + 5% WIBID;3.5;5;0;0;3.54;
3347;Pekao Akcji Rynków Wschodz¹cych;Pioneer Akcji Rynków Wschodz¹cych;;4,42;SFIO;Pekao Funduszy Globalnych;Karol Ciuk;01.06.2017;;;;;;;;;02.03.2007;1000;500;codziennie;243.3;zagraniczne;akcji ;45% MSCI Emerging Markets Index + 35% MSCI Emerging Markets Europe &  Middle East Index + 15% MSCI China 10/40 Index + 5% WIBID;3.5;5;0;0;3.52;
3360;Pekao Akcji - Aktywna Selekcja;Pioneer Akcji - Aktywna Selekcja;;3,64;FIO;Pekao;Piotr Sa³ata;01.01.2016;;;;;;;;;23.12.2010;1000;100;codziennie;40.4;polskie;akcji ;90% WIG + 10% WIBID 1M;3.6;5;0;0;3.64;
NA;Pekao Alternatywny Dynamiczny Absolutnej Stopy Zwrotu;;;0,20;SFIO;Pekao Funduszy Globalnych;Karol Ciuk;01.03.2018;;;;;;;;;07.03.2018;1000;500;codziennie;27.2;zagraniczne;absolutnej stopy zwrotu;fundusz nie posiada benchmarku;2.5;2.5;0;10;;
3348;Pekao Alternatywny - Absolutnej Stopy Zwrotu;Pioneer Alternatywny - Absolutnej Stopy Zwrotu;;1,50;SFIO;Pekao Funduszy Globalnych;Karol Ciuk;01.06.2017;;;;;;;;;15.06.2015;1000;500;codziennie;154.8;zagraniczne;absolutnej stopy zwrotu;fundusz nie posiada benchmarku;0.6;2.5;0;0;0.81;
3349;Pekao Alternatywny - Globalnego Dochodu;Pioneer Alternatywny - Globalnego Dochodu;;1,63;SFIO;Pekao Funduszy Globalnych;Karol Ciuk;01.06.2017;;;;;;;;;11.02.2015;1000;500;codziennie;66.3;zagraniczne;mieszane ;fundusz nie posiada benchmarku;1;2.5;0;0;1.03;
3352;Pekao Dochodu i Wzrostu Regionu Pacyfiku;Pioneer Dochodu i Wzrostu Regionu Pacyfiku;;3,31;SFIO;Pekao Funduszy Globalnych;Karol Ciuk;01.06.2017;;;;;;;;;03.07.2006;1000;500;codziennie;76.6;zagraniczne;mieszane ;25% MSCI AC Asia ex. Japan Index + 35% MSCI Japan Index + 35% FTSE US Broad Investment Grade Index + 5% WIBID;2.5;4;0;0;2.53;
3353;Pekao Dochodu i Wzrostu Rynku Chiñskiego;Pioneer Dochodu i Wzrostu Rynku Chiñskiego;;3,26;SFIO;Pekao Funduszy Globalnych;Karol Ciuk;01.06.2017;;;;;;;;;05.05.2006;1000;500;codziennie;180.2;zagraniczne;mieszane ;45% MSCI China 10/40 Index + 45% FTSE US Broad Investment Grade Index + 5% FTSE Global Emerging Market Sovereign Bond Index + 5% WIBID;2.5;4;0;0;2.52;
3350;Pekao Dochodu USD;Pioneer Dochodu USD;;0,78;SFIO;Pekao Funduszy Globalnych;Karol Ciuk;01.06.2017;;;;;;;;;11.05.2016;1000;500;codziennie;18;zagraniczne;mieszane ;fundusz nie posiada benchmarku;0.2;1;0;0;0.35;
3362;Pekao Dynamicznych Spó³ek;Pioneer Dynamicznych Spó³ek;;3,77;FIO;Pekao;Piotr Sa³ata;01.01.2016;;;;;;;;;20.01.2012;1000;100;codziennie;148.2;polskie;akcji ;45% sWIG80 + 35% mWIG40 + 10% MSCI ACWI SMID Cap Index + 10% WIBID 1M;3.75;5;0;0;3.72;
3372;Pekao Elastycznego Inwestowania;Pioneer Elastycznego Inwestowania;;2,20;SFIO;Pekao Strategie Funduszowe;Micha³ Stawicki;01.08.2011;Rados³aw Cholewiñski;01.07.2013;Karol Ciuk;01.06.2017;£ukasz Tokarski;01.01.2018;;;25.08.2011;1000;100;codziennie;8.8;zagraniczne;mieszane ;fundusz nie posiada benchmarku;1.7;2.8;0;10;1.97;
3354;Pekao Gotówkowy;Pioneer Gotówkowy;;0,60;SFIO;Pekao Funduszy Globalnych;Micha³ Stawicki;01.07.2011;Rados³aw Cholewiñski;01.07.2013;£ukasz Tokarski;01.01.2018;;;;;17.12.2009;1000;500;codziennie;4461.6;polskie;gotówkowe i pieniê¿ne ;100% WIBID 1M;0.6;0.5;0;0;0.6;
3363;Pekao Ma³ych i Œrednich Spó³ek Rynku Polskiego;Pioneer MiŒ Spó³ek Rynku Polskiego;;4,01;FIO;Pekao;Piotr Sa³ata;01.01.2016;;;;;;;;;25.07.2005;1000;100;codziennie;179.7;polskie;akcji ;70% mWIG40 + 20% sWIG80 + 10% WIBID 1M;4;5;0;0;3.97;
3387;Pekao Obligacji Dolarowych Plus;Pioneer Obligacji Dolarowych Plus;;3,03;FIO;Pekao Walutowy;Piotr Sa³ata;01.01.2016;Karol Ciuk;01.06.2017;;;;;;;30.04.2002;1000;500;codziennie;1210.4;zagraniczne;d³u¿ne ;fundusz nie posiada benchmarku;2.5;2;0;0;2.52;
3389;Pekao Obligacji Europejskich Plus;Pioneer Obligacji Europejskich Plus;;2,45;FIO;Pekao Walutowy;Karol Ciuk;01.06.2017;;;;;;;;;06.06.2003;1000;500;codziennie;214.2;zagraniczne;d³u¿ne ;95% ICE BofA ML Corp EMU + 5% FTSE EUR 1-Month Eurodeposit;2;2.5;0;0;2.02;
3356;Pekao Obligacji i Dochodu;Pioneer Obligacji i Dochodu;;2,52;SFIO;Pekao Funduszy Globalnych;Karol Ciuk;01.06.2017;;;;;;;;;09.07.2014;1000;500;codziennie;455.2;zagraniczne;d³u¿ne ;fundusz nie posiada benchmarku;1.9;1.5;0;0;1.92;
3365;Pekao Obligacji Plus;Pioneer Obligacji Plus;;1,61;FIO;Pekao;Rados³aw Cholewiñski;01.12.2013;Micha³ Stawicki;01.12.2013;£ukasz Tokarski;01.01.2018;;;;;13.06.1995;1000;100;codziennie;1766.9;polskie;d³u¿ne ;75% FTSE Poland Government Bond Index + 25% WIBID;1.6;1.8;0;0;1.61;
3355;Pekao Obligacji Strategicznych;Pioneer Obligacji Strategicznych;;2,68;SFIO;Pekao Funduszy Globalnych;Karol Ciuk;01.06.2017;;;;;;;;;23.10.2007;1000;500;codziennie;867.7;zagraniczne;d³u¿ne ;fundusz nie posiada benchmarku;2;1.5;0;0;2.02;
3364;Pekao Obligacji - Dynamiczna Alokacja 2;Pioneer Obligacji - Dynamiczna Alokacja 2;;1,61;FIO;Pekao;Micha³ Stawicki;01.07.2012;Rados³aw Cholewiñski;01.07.2013;£ukasz Tokarski;01.01.2018;;;;;04.07.2012;1000;100;codziennie;390.4;polskie;d³u¿ne ;75% FTSE Poland Government Bond Index + 25% WIBID;1.6;2;0;0;1.58;
3371;Pekao Obligacji - Dynamiczna Alokacja FIO;Pioneer Obligacji - Dynamiczna Alokacja FIO;;1,61;FIO;Pekao;Micha³ Stawicki;01.07.2011;Rados³aw Cholewiñski;01.07.2013;£ukasz Tokarski;01.01.2018;;;;;01.04.2010;1000;100;codziennie;616.3;polskie;d³u¿ne ;75% FTSE Poland Government Bond Index + 25% WIBID;1.6;2;0;0;1.61;
3366;Pekao Pieniê¿ny;Pioneer Pieniê¿ny;;0,88;FIO;Pekao;Micha³ Stawicki;01.07.2011;Rados³aw Cholewiñski;01.07.2013;£ukasz Tokarski;01.01.2018;;;;;17.09.2001;1000;100;codziennie;3602.7;polskie;gotówkowe i pieniê¿ne ;100% WIBID 6M;0.87;0.6;0;0;0.88;
3367;Pekao Pieniê¿ny Plus;Pioneer Pieniê¿ny Plus;;1,22;FIO;Pekao;Rados³aw Cholewiñski;01.09.2013;Micha³ Stawicki;01.09.2013;£ukasz Tokarski;01.01.2018;;;;;11.09.2013;1000;100;codziennie;1030.4;polskie;gotówkowe i pieniê¿ne ;100% WIBID 3M + 50 punktów bazowych;1.2;1;0;0;1.18;
