Lp;Nazwa_funduszu;Forma_prawna;Rok_uruchomienia;Jak_czesto_wycena_SFIO;Udzial_akcji;Oplata_za_zarzadzanie;TER;Oplaty_biezace;Typ;Pierwsza_wplata;Nastepna_wplata;Benchmark;Benchmark_2;Benchmark_3;Benchmark_4;Benchmark_5;Benchmark_6;Benchmark_7;Benchmark_8;Aktywa;Oplata_za_nabycie;Oplata_za_umorzenie;Oplata_za_wynik;Oplata_za_wynik_2;Polityka_inwestycyjna_(min._akcji);Inne;Inne_2;Inne_3;Nazwa_IZFiA;TFI
405;Pioneer Obligacji Dolarowych FIO;FIO;2002;;;2.5;2.5;3.04;d³u¿ne;1000;500;nie ma;;;;;;;;1284;2;0;;;;ozn spada do 0.15% przy 1 000 000;min. 70% w inne fundusze;;Pioneer Obligacji Dolarowych Plus;Pioneer
406;Pioneer Obligacji Europejskich Plus (Pioneer Walutowy FIO);FIO;2003;;;2;2.02;2.45;d³u¿ne;1000;500;95% ML Corp EMU;5% Citigroup EUR 1-Month Eurodeposit;;;;;;;246;3;0;;;;ozn spada do 0.25% przy 1 000 000;;;Pioneer Obligacji Europejskich Plus;Pioneer
407;Pioneer Obligacji i Dochodu (Pioneer Funduszy Globalnych SFIO);SFIO;2014;codziennie;;1.9;1.93;2.43;d³u¿ne;1000;500;nie ma;;;;;;;;475.2;2;0;;;;ozn spada do 0.2% przy 1 000 000;min. 70% w fundusze Pioneer;;Pioneer Obligacji i Dochodu;Pioneer
408;Pioneer Obligacji Plus (Pioneer FIO);FIO;1995;;;1.6;1.6;1.61;d³u¿ne;1000;100;75% Citigroup Poland Government Bond Index;25% WIBID;;;;;;;1737.3;2;0;;;;ozn spada do 0.2% przy 1 000 000;;;Pioneer Obligacji Plus;Pioneer
409;Pioneer Obligacji Strategicznych (Pioneer Funduszy Globalnych SFIO);SFIO;2007;codziennie;;2;2.01;2.69;d³u¿ne;1000;500;nie ma;;;;;;;;1025.6;2;0;;;;ozn spada do 0.2% przy 1 000 000;g³ównie w inne fundusze Pioneer;;Pioneer Obligacji Strategicznych;Pioneer
410;Pioneer Pieniê¿ny (Pioneer FIO);FIO;2001;;;0.87;0.87;0.87;pieniê¿ne;1000;100;100% WIBID 6M;;;;;;;;2618.3;0;0;;;max. 10%;;;;Pioneer Pieniê¿ny;Pioneer
411;Pioneer Pieniê¿ny Plus (Pioneer FIO);FIO;2013;;;1.2;1.17;1.21;d³u¿ne;1000;100;50% Citigroup Poland Government Bond Index 1-3;50% WIBID 3M;;;;;;;836.4;1;0;;;;ozn spada do 0.15% przy 1 000 000;;;Pioneer Pieniê¿ny Plus;Pioneer
412;Pioneer Stabilnego Inwestowania (Pioneer FIO);FIO;2012;;36.01;3.15;3.29;3.18;mieszane;1000;100;30% WIGdiv;52,2% Citigroup Poland Government Bond Index;17,5% WIBID O/N;;;;;;92.7;3;0;10%;ponad max;max. 40%;ozn spada do 0.4% przy 1 000 000;;;Pioneer Stabilnego Inwestowania;Pioneer
413;Pioneer Stabilnego Wzrostu (Pioneer FIO);FIO;1996;;29.29;3.25;3.27;3.27;mieszane;1000;100;30% WIG;52,5%Citigroup Poland Government Bond Index;17,5% WIBID;;;;;;362.5;3;0;;;max. 40%;ozn spada do 0.5% przy 1 000 000;;;Pioneer Stabilnego Wzrostu;Pioneer
136;Pioneer Strategii Globalnej (Pioneer Strategie Funduszowe SFIO);SFIO;2017;codziennie;;3;0;2;akcji;1000;500;50% MSCI World Index (local currency);20% BofA ML EMU Direct Government Index;20% BofA ML U.S. Corporate & Government Master Index;10% BofA ML EMU Corporate Index;;;;;170.7;4;0;;;;ozn spada do 0.5% przy 1 000 000;;;Pioneer Strategii Globalnej;Pioneer
414;Pioneer Surowców i Energii (Pioneer Funduszy Globalnych SFIO);SFIO;2008;codziennie;0;2.2;2.26;3.08;inne;1000;500;65% Thomson Reuters Core Commodity CRB Index;10% NYSE Arca Gold Miners Index;20% MSCI World Energy Index;5% WIBID;;;;;32;5;0;;;;ozn spada do 0.5% przy 1 000 000;g³ównie w inne fundusze Pioneer;;Pioneer Surowców i Energii;Pioneer
415;Pioneer Wzrostu i Dochodu Rynku Europejskiego (Pioneer Funduszy Globalnych SFIO);SFIO;2013;codziennie;0;2.5;2.52;3.2;mieszane;1000;500;30% MSCI Europe Index;65% BofA ML Euro HY Index;5% WIBID;;;;;;98.8;3;0;;;;ozn spada do 0.4% przy 1 000 000;g³ównie w inne fundusze Pioneer;;Pioneer Wzrostu i Dochodu Rynku Europejskiego;Pioneer
416;Pioneer Zabezpieczony Rynku Polskiego (Pioneer Strategie Funduszowe SFIO);SFIO;2006;codziennie;0;1;1.06;3.2;mieszane;1000;500;nie ma;;;;;;;;40;2;0;;;max. 50%;ozn spada do 0.4% przy 1 000 000;;;NA;Pioneer
417;Pioneer Zmiennej Alokacji - Rynki Wschodz¹ce (Pioneer Strategie Funduszowe SFIO);SFIO;2011;codziennie;0;2;2.05;2.18;mieszane;1000;500;nie ma;;;;;;;;34.7;3;0;;;max. 60%;ozn spada do 0.4% przy 1 000 000;;;NA;Pioneer
418;Pioneer Zmiennej Alokacji (Pioneer Strategie Funduszowe SFIO);SFIO;2009;codziennie;0;1.7;1.73;1.63;mieszane;1000;500;nie ma;;;;;;;;67.8;2;0;;;max. 50%;ozn spada do 0.4% przy 1 000 000;;;Pioneer Zmiennej Alokacji;Pioneer
419;Pioneer Zmiennej Alokacji Rynku Amerykañskiego (Pioneer Strategie Funduszowe SFIO);SFIO;2012;codziennie;0;2;1.75;1.08;mieszane;1000;500;nie ma;;;;;;;;25.4;3;0;;;max. 50%;ozn spada do 0.4% przy 1 000 000;;;Pioneer Zmiennej Alokacji Rynku Amerykañskiego;Pioneer
420;Pioneer Zrównowa¿ony (Pioneer FIO);FIO;1992;;55.18;4;3.89;4.02;mieszane;1000;100;55% WIG;33,8% Citigroup Poland Government Bond Index;11,2% WIBID;;;;;;995.6;5;0;;;max. 70%;ozn spada do 0.5% przy 1 000 000;;;Pioneer Zrównowa¿ony;Pioneer
421;Pioneer Zrównowa¿ony Rynku Amerykañskiego (Pioneer Walutowy FIO);FIO;2005;;0;2.5;2.51;3.08;mieszane;1000;500;25% Citigroup USD 6-Month Eurodeposit;5% Citigroup US High Yield Market Capped Index;15% Citigroup US Broad Investment Grade Bond Index;40% MSCI USA TR;15% MSCI US Mid Cap Value;;;;200.6;5;0;;;max. 65%;ozn spada do 0.5% przy 1 000 000;;;Pioneer Zrównowa¿ony Rynku Amerykañskiego;Pioneer
137;PKO Akcji Dywidendowych Globalny (Parasolowy FIO);FIO;2015;;0;4;3.04;3.41;akcji;100;100;nie ma;;;;;;;;85.1;4;0;;;60%;ozn spada do 0.49% przy 1 000 000;;;Subfundusz Akcji Dywidendowych Globalny;PKO
138;PKO Akcji Ma³ych i Œrednich Spó³ek (Parasolowy FIO);FIO;2006;;76.75;4;3.99;4.03;akcji;100;100;20% WIG20;30% mWIG40;10% sWIG80;30% MSCI ACWI SMID Cap Index USD;10% WIBID O/N;;;;316.5;4;0;;;60%;ozn spada do 0.49% przy 1 000 000;;;PKO Akcji Ma³ych i Œr. Spó³ek - fio;PKO
139;PKO Akcji Nowa Europa (Parasolowy FIO);FIO;2005;;66.79;4;3.85;4.14;akcji;100;100;20% WIG20;30% ISE30 (PLN);30% RTX (PLN);5% BUX (PLN);5% ATX (PLN);10% WBID O/N;;;165.9;4;0;;;60%;ozn spada do 0.49% przy 1 000 000;;;PKO Akcji Nowa Europa - fio;PKO
140;PKO Akcji Plus (Parasolowy FIO);FIO;2007;;61.94;4;3.41;4.03;akcji;100;100;70% WIG;20% MSCI ACWI (USD);10% WBID O/N;;;;;;1008.5;4;0;;;60%;ozn spada do 0.49% przy 1 000 000;;;PKO Akcji Plus;PKO
141;PKO Akcji Rynków Wschodz¹cych (Parasolowy FIO);FIO;2015;;0;4;2.96;4.55;akcji;100;100;90% MSCI Emerging Markets;10% WBID O/N;;;;;;;140.5;4;0;;;60%;ozn spada do 0.49% przy 1 000 000;;;Parasol Akcji Rynków Wschodz¹cych;PKO
142;PKO Akcji Rynku Amerykañskiego (Parasolowy FIO);FIO;2015;;0;4;3.61;4.46;akcji;100;100;90% S&P 500;10% WBID O/N;;;;;;;190.2;4;0;;;60%;ozn spada do 0.49% przy 1 000 000;;;Parasol Akcji Rynku Amerykañskiego;PKO
143;PKO Akcji Rynku Azji i Pacyfiku (Parasolowy FIO);FIO;2015;;0;4;3.66;4.66;akcji;100;100;90% MSCI Asia and Pacific ex-Japan;10% WBID O/N;;;;;;;35.8;4;0;;;60%;ozn spada do 0.49% przy 1 000 000;;;Parasol Akcji Rynku Azji i Pacyfiku;PKO
144;PKO Akcji Rynku Europejskiego (Parasolowy FIO);FIO;2015;;0;4;2.44;3.31;akcji;100;100;90% MSCI EMU;10% WBID O/N;;;;;;;51.4;4;0;;;60%;ozn spada do 0.49% przy 1 000 000;;;Akcji Rynku Europejskiego;PKO
145;PKO Akcji Rynku Japoñskiego (Parasolowy FIO);FIO;2015;;0;4;3.89;4.48;akcji;100;100;90% TOPIX;10% WBID O/N;;;;;;;83.5;4;0;;;60%;ozn spada do 0.49% przy 1 000 000;;;Parasol Akcji Rynku Japoñskiego;PKO
422;PKO Akcji Rynku Z³ota (Parasolowy FIO);FIO;2015;;79.26;2.1;2.17;2.17;inne;100;100;100% Arca Gold Miners NYSE;;;;;;;;187.9;4;0;;;50%;ozn spada do 0.49% przy 1 000 000;;;Parasol Akcji Rynku Z³ota;PKO
146;PKO Dóbr Luksusowych Globalny (Parasolowy FIO);FIO;2010;;78.66;4;4.05;4.03;akcji;100;100;35% WIG;55% MSCI ACWI (USD);10% WBID O/N;;;;;;168.2;4;0;;;60%;ozn spada do 0.49% przy 1 000 000;;;PKO Dóbr Luksusowych Gloablny;PKO
147;PKO Infrastruktury i Budownictwa Globalny (Parasolowy FIO);FIO;2010;;72.22;4;4.18;4.1;akcji;100;100;35% WIG;55% MSCI ACWI (USD);10% WBID O/N;;;;;;39.6;4;0;;;60%;ozn spada do 0.49% przy 1 000 000;;;PKO Infrastruktury i Budownictwa;PKO
148;PKO Medycyny i Demografii Globalny (Parasolowy FIO);FIO;2016;;;4;0;4.06;akcji;100;100;35% WIG;55% MSCI ACWI;10% WBID O/N;;;;;;190.3;4;0;;;60%;ozn spada do 0.49% przy 1 000 000;;;PKO Medycyny i Demografii Globalny;PKO
423;PKO Obligacji D³ugoterminowych (Parasolowy FIO);FIO;2005;;;1.8;1.17;1.51;d³u¿ne;100;100;100% Merrill Lynch Polish Governments;;;;;;;;656.9;1;0;;;;ozn spada do 0.19% przy 1 000 000;;;PKO Obligacji D³ugoterminowych - fio;PKO
424;PKO Papierów D³u¿nych Plus (Parasolowy FIO);FIO;2007;;;1.8;1.35;1.51;d³u¿ne;100;100;100% Merrill Lynch G0PL Polish Governments;;;;;;;;1980.7;1;0;;;;ozn spada do 0.19% przy 1 000 000;;;PKO Papierów D³u¿nych Plus;PKO
425;PKO Papierów D³u¿nych USD (Parasolowy FIO);FIO;2015;;;1.8;1.51;1.52;d³u¿ne;100;100;100% (1 + 6M LIBID USD)*(1 + zmiana kursu USD/PLN wg NBP)-1;;;;;;;;38.7;1;0;;;;ozn spada do 0.19% przy 1 000 000;;;Parasol Papierów D³u¿nych USD;PKO
426;PKO P³ynnoœciowy SFIO;SFIO;2012;codziennie;;0.9;0.75;0.81;pieniê¿ne;200000;100;100% WIBID 6M;;;;;;;;447.7;0;0;;;;;;;PKO P³ynnoœciowy - sfio;PKO
427;PKO Rynku Pieniê¿nego (Parasolowy FIO);FIO;2005;codziennie;;1;0.89;0.9;pieniê¿ne;100;100;100% WIBID 1M;;;;;;;;2986.2;0;0;;;;ozn spada do 0.09% przy 1 000 000;;;PKO Rynku Pieniê¿nego - fio;PKO
428;PKO Skarbowy (Parasolowy FIO);FIO;2001;codziennie;;1;0.97;0.91;pieniê¿ne;100;100;100% WIBID 6M;;;;;;;;5002.2;0;0;;;;ozn spada do 0.09% przy 1 000 000;;;PKO Skarbowy - fio;PKO
429;PKO Stabilnego Wzrostu (Parasolowy FIO);FIO;1998;;16.57;2.5;2.5;2.52;mieszane;100;100;20% WIG;10% MSCI ACWI (USD);70% Merrill Lynch Polish Governments;;;;;;1305.5;3;0;;;max. 40%;ozn spada do 0.49% przy 1 000 000;;;PKO Stabilnego Wzrostu - fio;PKO
430;PKO Strategicznej Alokacji (Parasolowy FIO);FIO;2007;;24.58;4;4.07;4.03;mieszane;100;100;35% WIG;15% MSCI ACWI (USD);50% Merrill Lynch Polish Governments;;;;;;126.4;4;0;;;;ozn spada do 0.49% przy 1 000 000;w inne fundusze PKO;;PKO Strategicznej Alokacji - sfio;PKO
149;PKO Technologii i Innowacji Globalny (Parasolowy FIO);FIO;2010;;78.74;4;4.02;4.03;akcji;100;100;35% WIG;55% MSCI ACWI (USD);10% WBID O/N;;;;;;1532.4;4;0;;;60%;ozn spada do 0.49% przy 1 000 000;;;PKO Technologii i Innowacji Globalny;PKO
431;PKO Zabezpieczenia Emerytalnego 2020 (PKO Zabezpieczenia Emerytalnego SFIO);SFIO;2012;codziennie;0;0.8;;1.2;mieszane;100;100;100% Merrill Lynch G0PL Polish Governments;;;;;;;;445.6;1;0;;;;;;;PKO Zabezpieczenia Emerytalnego 2020;PKO
432;PKO Zabezpieczenia Emerytalnego 2030 (PKO Zabezpieczenia Emerytalnego SFIO);SFIO;2012;codziennie;0;1;;1.91;mieszane;100;100;22,5% WIG;22,5% MSCI ACWI (USD);55% Merrill Lynch Polish Governments;;;;;;107.3;1;0;;;;;;;PKO Zabezpieczenia Emerytalnego 2030;PKO
433;PKO Zabezpieczenia Emerytalnego 2040 (PKO Zabezpieczenia Emerytalnego SFIO);SFIO;2012;codziennie;0;1.2;;2.62;mieszane;100;100;35% WIG;35% MSCI ACWI (USD);30% Merrill Lynch Polish Governments;;;;;;75.8;1;0;;;;;;;PKO Zabezpieczenia Emerytalnego 2040;PKO
434;PKO Zabezpieczenia Emerytalnego 2050 (PKO Zabezpieczenia Emerytalnego SFIO);SFIO;2012;codziennie;0;1.4;;3.32;mieszane;100;100;45% WIG;45% MSCI ACWI (USD);10% Merrill Lynch Polish Governments;;;;;;26.7;1;0;;;;;;;PKO Zabezpieczenia Emerytalnego 2050;PKO
435;PKO Zabezpieczenia Emerytalnego 2060 (PKO Zabezpieczenia Emerytalnego SFIO);SFIO;2012;codziennie;0;1.5;;4.03;mieszane;100;100;45% WIG;45% MSCI ACWI (USD);10% Merrill Lynch Polish Governments;;;;;;13.1;1;0;;;;;;;PKO Zabezpieczenia Emerytalnego 2060;PKO
436;PKO Zrównowa¿ony (Parasolowy FIO);FIO;1997;;36.05;4;3.99;4.02;mieszane;100;100;35% WIG;15% MSCI ACWI (USD);50% Merrill Lynch Polish Governments;;;;;;1085.2;4;0;;;max. 70%;ozn spada do 0.49% przy 1 000 000;;;PKO Zrównowa¿ony - fio;PKO
437;Pocztowy Gotówkowy (Pocztowy SFIO);SFIO;2016;codziennie;;1.1;;1.46;pieniê¿ne;200;100;100% WIBID 6M;;;;;;;;74.4;0;0;;;;;;;Pocztowy SFIO Subfundusz Gotówkowy;Pocztowy
438;Pocztowy Obligacji (Pocztowy SFIO);SFIO;2016;codziennie;;1.75;;1.28;d³u¿ne;200;100;150% WIBID 6M;;;;;;;;5.8;1;0;;;;ozn spada do 0.1% przy 200 000;;;Pocztowy SFIO Subfundusz Obligacji;Pocztowy
150;PZU Akcji KRAKOWIAK (PZU FIO Parasolowy);FIO;1999;;95.1;4;1.6;4.02;akcji;100;100;90% WIG20;10% WIBID 3M * (1 - rezerwa obowi¹zkowa);;;;;;;886.1;3;0;;;50%;ozn spada do 2% przy 250 000;;;PZU Akcji KRAKOWIAK;PZU
151;PZU Akcji Ma³ych i Œrednich Spó³ek (PZU FIO Parasolowy);FIO;2006;;96.27;4;3.94;4.1;akcji;100;100;70% mWIG40;20% sWIG80;10% WIBID 3M x (1- stopa rezerwy obowi¹zkowej);;;;;;106.8;3;0;;;70%;ozn spada do 2% przy 250 000;;;PZU Akcji Ma³ych i Œrednich Spó³ek;PZU
152;PZU Akcji Nowa Europa (PZU FIO Parasolowy);FIO;2005;;84.98;4;3.08;4.43;akcji;100;100;55% CECE EUR;25% RDX EUR;15% ISE National-30;5% WIBID 1M*(1-stopa rezerwy obowi¹zkowej);;;;;23.2;3;0;;;;ozn spada do 2% przy 250 000;;;PZU Akcji NOWA EUROPA;PZU
153;PZU Akcji Rynków Rozwiniêtych (GI SFIO);SFIO;2006;codziennie;0;3;3.18;3.18;akcji;1000;1000;25% MSCI USA;20% MSCI Japan;15% MSCI United Kingdom;15% MSCI Germany;10% S&P/ASX 200;5% MSCI France;5% MSCI Italy;5% WIBID 1M*(1 - stopa rezerwy obowi¹zkowej NBP);24.7;3;0;;;;ozn spada do 2% przy 250 000;min. 70% w fundusze zagraniczne;;PZU Akcji Rynków Rozwiniêtych;PZU
154;PZU Akcji Rynków Wschodz¹cych (GI SFIO);SFIO;2006;codziennie;0;3;4.85;4.09;akcji;1000;1000;25% MSCI China;15% MSCI India;15% MSCI Brazil;15% MSCI Russia;10% CECE EUR;7,5% MSCI Turkey;7,5% FTSE/JSE TOP 40;5% WIBID 1M*(1 - stopa rezerwy obowi¹zkowej NBP);13.5;3;0;;;;ozn spada do 2% przy 250 000;min. 70% w fundusze zagraniczne;;PZU Akcji Rynków Wschodz¹cych;PZU
155;PZU Akcji Spó³ek Dywidendowych (GI SFIO);SFIO;2006;codziennie;95.22;3;3.23;3.32;akcji;1000;1000;90% WIG;10% WIBID 1M*(1 - stopa rezerwy obowi¹zkowej NBP);;;;;;;186.7;3;0;;;50%;ozn spada do 2% przy 250 000;;;PZU Akcji Spó³ek Dywidendowych;PZU
439;PZU D³u¿ny Aktywny (PZU FIO Parasolowy);FIO;2016;;;2;;2;d³u¿ne;100;100;nie ma;;;;;;;;12.7;1;0;20%;ponad benchmark;;ozn spada do 0.2% przy 250 000;;;PZU D³u¿ny Aktywny;PZU
440;PZU D³u¿ny Rynków Wschodz¹cych (EUR) (GI SFIO);SFIO;2006;codziennie;;1.5;1.56;1.56;d³u¿ne;200000;1000;100% WIBID 6M;;;;;;;;161.8;2;0;20%;ponad benchmark;;ozn spada do 1% przy 250 000;;;PZU D³u¿ny Rynków Wschodz¹cych;PZU
156;PZU Energia Medycyna Ekologia (PZU FIO Parasolowy);FIO;2007;;78.85;2.5;2.8;2.54;akcji;100;100;45% STOXX Europe 600 Utilities (w wariancie total net return);45% STOXX Europe 600 Health Care (w wariancie total net return);10% WIBID O/N *(1-stopa rezerwy obowi¹zkowej NBP);;;;;;308.7;3;0;20%;ponad benchmark;50%;ozn spada do 2% przy 250 000;;;PZU Energia Medycyna Ekologia;PZU
441;PZU FIO Ochrony Maj¹tku;FIO;2006;;;1;1.12;1.18;d³u¿ne;100;100;100% WIBID 3M * (1 - stopa rezerwy obowi¹zkowej);;;;;;;;30.5;0;0;;;;;;;PZU FIO Ochrony Maj¹tku;PZU
442;PZU Globalny Obligacji Korporacyjnych (PZU FIO Parasolowy);FIO;2016;;;1;3.28;2;d³u¿ne;100;100;nie ma;;;;;;;;10.4;1;0;;;;ozn spada do 0.2% przy 250 000;;;PZU Globalny Obligacji Korporacyjnych;PZU
443;PZU Gotówkowy (PZU FIO Parasolowy);FIO;2005;;;0.8;0.58;0.84;pieniê¿ne;100;100;100% WIBID 3M * (1 - stopa rezerwy obowi¹zkowej);;;;;;;;1207.8;0;0;;;;;;;PZU Gotówkowy;PZU
444;PZU Papierów D³u¿nych POLONEZ (PZU FIO Parasolowy);FIO;1999;;;1.5;1.02;1.51;d³u¿ne;100;100;100% Citigroup Poland GBI 1 to 5 years Local Terms;;;;;;;;1071.7;1;0;;;;ozn spada do 0.1% przy 250 000;;;PZU Papierów D³u¿nych POLONEZ;PZU
445;PZU Sejf+ (PZU FIO Parasolowy);FIO;2008;;0;1;1.1;1.1;mieszane;100;100;100% WIBID 3M * (1 - stopa rezerwy obowi¹zkowej);;;;;;;;137;1;0;;;max. 15%;ozn spada do 0.1% przy 250 000;;;PZU SEJF+;PZU
446;PZU Stabilnego Wzrostu Mazurek (PZU FIO Parasolowy);FIO;1999;;30.33;2.5;1.14;2.5;mieszane;100;100;30% WIG20;70% Citigroup Poland GBI 1 to 5 years Local Terms;;;;;;;2860;3;0;;;max. 40%;ozn spada do 2% przy 250 000;;;PZU Stabilnego Wzrostu MAZUREK;PZU
157;PZU Telekomunikacja Media Technologia (PZU FIO Parasolowy);FIO;2016;;;3;0;3;akcji;100;100;45% Stoxx600 Telecommunication (w wariancie total net return);45% Stoxx600 Media (w wariancie total net return);10% WIBID O/N *(1-stopa rezerwy obowi¹zkowej NBP);;;;;;9.1;3;0;20%;ponad benchmark;50%;ozn spada do 2% przy 250 000;;;PZU Telekomunikacja Media Technologia;PZU
447;PZU Zrównowa¿ony (PZU FIO Parasolowy);FIO;2005;;63.81;3;2.39;3.14;mieszane;100;100;50% WIG20;50% Citigroup Poland GBI 1 to 5 years Local Terms;;;;;;;147.7;3;0;;;30%;ozn spada do 2% przy 250 000;;;PZU Zrównowa¿ony;PZU
158;QUERCUS Agresywny (Parasolowy SFIO);SFIO;2008;codziennie;93.15;3.3;3.43;3.42;akcji;20000;1;100% WIG;;;;;;;;555.1;3;0;20%;ponad WIG, nie wiêcej ni¿ 0.5% dziennie;50%;ozn spada do 1% przy 1 000 000;;;Quercus Agresywny;Quercus
448;QUERCUS Gold (Parasolowy SFIO);SFIO;2012;codziennie;0;3.8;3.94;3.92;inne;20000;1;nie ma;;;;;;;;77.7;4;0;;;;ozn spada do 1% przy 1 000 000;;;Quercus Gold;Quercus
159;QUERCUS lev (Parasolowy SFIO);SFIO;2010;codziennie;0;3.8;3.88;3.87;akcji;20000;1;100% WIG20lev;;;;;;;;183.6;4;0;;;max. 20%;ozn spada do 1% przy 1 000 000;;;Quercus lev;Quercus
449;QUERCUS Ochrony Kapita³u (Parasolowy SFIO);FIO;2008;;0;1;1.19;1.34;mieszane;20000;1;nie ma;;;;;;;;2285.7;0;0;10%;ponad 0%, nie wiêcej ni¿ 0.5% dziennie;max. 20%;;;;Quercus Ochrony Kapita³u;Quercus
160;QUERCUS Rosja (Parasolowy SFIO);SFIO;2010;codziennie;93.19;3.8;6.35;6.12;akcji;20000;1;100% RTS;;;;;;;;44.6;3;0;20%;ponad RTS, nie wiêcej ni¿ 1% dziennie;50%;ozn spada do 1% przy 1 000 000;;;Quercus Rosja;Quercus
450;QUERCUS Selektywny (Parasolowy SFIO);SFIO;2008;codziennie;52.75;2.8;2.89;2.88;absolutnej stopy zwrotu;20000;1;nie ma;;;;;;;;524.1;3;0;20%;ponad 10%, nie wiêcej ni¿ 1% dziennie;;ozn spada do 1% przy 1 000 000;;;Quercus Selektywny;Quercus
161;QUERCUS short (Parasolowy SFIO);SFIO;2010;codziennie;0;3.8;4.06;4.05;akcji;20000;1;100% WIG20short;;;;;;;;26.7;4;0;;;max. 20%;ozn spada do 1% przy 1 000 000;;;Quercus short;Quercus
451;QUERCUS Stabilny (Parasolowy SFIO);SFIO;2013;codziennie;48.41;2.5;3.05;3.02;absolutnej stopy zwrotu;20000;1;nie ma;;;;;;;;203.8;3;0;10%;ponad 0%, nie wiêcej ni¿ 0.5% dziennie;;ozn spada do 1% przy 1 000 000;;;QUERCUS Stabilny;Quercus
162;QUERCUS Turcja (Parasolowy SFIO);SFIO;2008;codziennie;96.71;3.3;3.81;3.7;akcji;20000;1;100% BIST 100;;;;;;;;50.5;3;0;20%;ponad ISE100, nie wiêcej ni¿ 0.5% dziennie;50%;ozn spada do 1% przy 1 000 000;;;Quercus Turcja;Quercus
452;Raiffeisen Aktywnego Inwestowania (Raiffeisen SFIO Parasolowy);SFIO;2014;codziennie;26.71;3;2.1;3.13;absolutnej stopy zwrotu;100;100;100% WIBOR 12M;+ 5 p.p.;;;;;;;737.4;3;0;20%;ponad benchmark;;;;;Raiffeisen Aktywnego Inwestowania;Raiffesen
453;Raiffeisen Aktywnego Oszczêdzania (Raiffeisen SFIO Parasolowy);SFIO;2014;codziennie;;1;1.14;1.11;pieniê¿ne;100;100;100% WIBOR 12M;+ 0.5 p.p.;;;;;;;115.5;0;0;;;;;;;Raiffeisen Aktywnego Oszczêdzania;Raiffesen
454;Raiffeisen Aktywnych Strategii D³u¿nych (Raiffeisen SFIO Parasolowy);SFIO;2014;codziennie;;1.5;;2.01;d³u¿ne;100;100;100% WIBOR 12M;+ 2 p.p.;;;;;;;115.7;0;0;20%;ponad benchmark;;;;;Raiffeisen Aktywnych Strategii D³u¿nych;Raiffesen
455;Raiffeisen Globalnych Mo¿liwoœci (Raiffeisen SFIO Parasolowy);SFIO;2014;codziennie;17.52;2.5;3.47;3.33;absolutnej stopy zwrotu;100;100;100% WIBOR 12M;+ 3 p.p.;;;;;;;130.8;2;0;20%;ponad benchmark;;w inne fundusze Reiffeisen;;;Raiffeisen Globalnych Mo¿liwoœci;Raiffesen
456;SGB D³u¿ny (UniFundusze SFIO);SFIO;2016;codziennie;;0.9;0.81;1;d³u¿ne;100000;10000;100% BPOL15;;;;;;;;40.9;0;0;30%;wzrostu w ci¹gu roku;;;;;NA;SGB
457;SGB Gotówkowy (UniFundusze SFIO);SFIO;2013;codziennie;;0.9;0.9;0.98;pieniê¿ne;1000;1000;100% WIBID 1M;+ 0.5 p.p.;;;;;;;144.7;0;0;33%;ponad benchmark;;;;;NA;SGB
458;SGB Zagraniczny (UniFundusze SFIO);SFIO;2015;codziennie;0;2.3;2.3;2.65;absolutnej stopy zwrotu;1000;1000;nie ma;;;;;;;;20.4;0;0;30%;ponad benchmark;30%;w fundusze PrivatFonds;;;NA;SGB
170;Skarbiec - Top Funduszy Akcji SFIO;SFIO;2005;codziennie;0;3;1.75;5.12;akcji;100;50;70% WIG20;30% 52-tygodniowe bony skarbowe;#NAZWA?;;;;;;42.8;6;0;25%;ponad benchmark;max. 25%;ozn spada do 1.75% przy 700 000;g³ównie w inne fundusze;;Skarbiec-Top Funduszy Akcji SFIO;Skarbiec
459;Skarbiec - Top Funduszy Stabilnych SFIO;SFIO;2005;codziennie;0;2;1.33;3.27;mieszane;100;50;70% 52-tygodniowe bony skarbowe;30% WIG20;#NAZWA?;;;;;;45.1;3;0;25%;ponad benchmark;;ozn spada do 0.25% przy 700 000;;;SKARBIEC-TOP Funduszy Stabilnych SFIO;Skarbiec
163;Skarbiec Akcja (Skarbiec FIO);FIO;1997;;87.83;4;4.09;4.03;akcji;100;50;90% WIG20;10% WIBID 3M;#NAZWA?;;;;;;372.9;6;0;25%;ponad benchmark;50%;ozn spada do 1.75% przy 700 000;;;Subfundusz Akcji SKARBIEC-AKCJA;Skarbiec
460;Skarbiec Depozytowy DPW (Skarbiec FIO);FIO;1998;;;1.55;1.73;1.6;d³u¿ne;100;50;90% Citigroup Poland Government Bond Index;10% WIBID 3M;#NAZWA?;;;;;;231.7;1;0;25%;ponad benchmark;;ozn spada do 0.2% przy 700 000;;;Subfundusz D³u¿nych Papierów Wartoœciowych SKARBIEC-DEPOZYTOWY;Skarbiec
164;Skarbiec Globalny Ma³ych i Œrednich Spó³ek (Skarbiec FIO);FIO;2008;;86.39;4;4.68;4.44;akcji;100;50;100% MSCI World Mid Cap Index (USD);#NAZWA?;;;;;;;28.2;6;0;25%;ponad benchmark;66%;ozn spada do 1.75% przy 700 000;;;Subfundusz Skarbiec - Globalny MiŒ;Skarbiec
