Lp;Nazwa funduszu;Forma prawna;Zarz¹dzaj¹cy;Zarz¹dzaj¹cy od;;;;;;;;;;;Rok uruchomienia;Pierwsza wp³ata;Nastêpna wp³ata;Jak czêsto wycena SFIO;Aktywa;Typ;Benchmark;Benchmark_2;Benchmark_3;Benchmark_4;Benchmark_5;Benchmark_6;Benchmark_7;Benchmark_8;Polityka inwestycyjna (min. akcji);Udzia³ akcji;Op³ata za zarz¹dzanie;Op³ata za nabycie;Op³ata za umorzenie;Op³ata za wynik;Op³ata za wynik_2;TER;Op³aty bie¿¹ce;Inne;Inne_2;Inne_3;Nazwa IZFiA;TFI;
111;NN (L) Europejski Spó³ek Dywidendowych (NN SFIO);SFIO;;;;;;;;;;;;;2009;200;50;codziennie;204.6;akcji;nie ma;;;;;;;;;0;2.5;5;0;;;2.48;2.93;ozn spada do 0.3% przy 1 000 000;min. 70% w NN (L) European High Dividend;;NN (L) Europejski Spó³ek Dywidendowych;NN;
352;NN (L) Globalny D³ugu Korporacyjnego (NN SFIO);SFIO;;;;;;;;;;;;;2009;200;50;codziennie;598.5;d³u¿ne;nie ma;;;;;;;;;;1.8;2;0;;;1.78;2.18;ozn spada do 0.2% przy 1 000 000;min. 70% w NN (L) Global High Yield;;NN (L) Globalny D³ugu Korporacyjnego;NN;
112;NN (L) Globalny Spó³ek Dywidendowych (NN SFIO);SFIO;;;;;;;;;;;;;2009;200;50;codziennie;679.8;akcji;nie ma;;;;;;;;;0;2.5;5;0;;;2.49;2.93;ozn spada do 0.3% przy 1 000 000;min. 70% w NN (L) Global High Dividend;;NN (L) Globalny Spó³ek Dywidendowych;NN;
113;NN (L) Japonia (NN SFIO);SFIO;;;;;;;;;;;;;2009;200;50;codziennie;203.2;akcji;nie ma;;;;;;;;;0;2.5;5;0;;;2.5;3.2;ozn spada do 0.3% przy 1 000 000;min. 70% w NN (L) Japan Equity;;NN (L) Japonia;NN;
114;NN (L) Nowej Azji (NN SFIO);SFIO;;;;;;;;;;;;;2009;200;50;codziennie;31.5;akcji;nie ma;;;;;;;;;0;2.5;5;0;;;2.38;2.98;ozn spada do 0.3% przy 1 000 000;min. 70% w NN (L) Asia Income;;NN (L) Nowej Azji;NN;
353;NN (L) Obligacji Rynków Wschodz¹cych (Waluta Lokalna) (NN SFIO);SFIO;;;;;;;;;;;;;2012;200;50;codziennie;139.9;d³u¿ne;nie ma;;;;;;;;;;1.8;2;0;;;1.79;2.17;ozn spada do 0.2% przy 1 000 000;min. 70% w NN (L) Emerging Markets Debt (Local Bond);;NN (L) Obligacji Rynków Wschodzacych (Waluta Lokalna);NN;
354;NN (L) Obligacyjny Globalnej Alokacji (NN SFIO);SFIO;;;;;;;;;;;;;2012;200;50;codziennie;11.4;d³u¿ne;nie ma;;;;;;;;;;1.4;2;0;;;1.52;1.68;ozn spada do 0.2% przy 1 000 000;min. 70% w NN (L) Global Bond Opportunities;;NN (L) Obligacyjny Globalnej Alokacji;NN;
115;NN (L) Spó³ek Dywidendowych Rynków Wschodz¹cych (NN SFIO);SFIO;;;;;;;;;;;;;2009;200;50;codziennie;113.5;akcji;nie ma;;;;;;;;;0;2.5;5;0;;;2.41;2.97;ozn spada do 0.3% przy 1 000 000;min. 70% w NN (L) Emerging Markets High Dividend;;NN (L) Spó³ek Dywidendowych Rynków Wschodz¹cych;NN;
116;NN (L) Spó³ek Dywidendowych USA (NN SFIO);SFIO;;;;;;;;;;;;;2009;200;50;codziennie;71;akcji;nie ma;;;;;;;;;0;2.5;5;0;;;2.46;2.91;ozn spada do 0.3% przy 1 000 000;min. 70% w NN (L) US High Dividend;;NN (L) Spó³ek Dywidendowych USA;NN;
355;NN (L) Stabilny Globalnej Alokacji (NN SFIO);SFIO;;;;;;;;;;;;;2014;200;50;codziennie;408.6;absolutnej stopy zwrotu;nie ma;;;;;;;;;0;1.5;2;0;;;1.5;1.91;ozn spada do 0.2% przy 1 000 000;min. 70% w NN (L) First Class Multi Asset;;NN (L) Stabilny Globalnej Alokacji;NN;
356;NN (L) Stabilny Globalnej Alokacji EUR (EUR) (NN SFIO);SFIO;;;;;;;;;;;;;2014;200;50;codziennie;35.1;absolutnej stopy zwrotu;nie ma;;;;;;;;;0;;2;0;;;1.51;2.09;ozn spada do 0.2% przy 1 000 000;min. 70% w NN (L) First Class Multi Asset;;NN (L) Stabilny Globalnej Alokacji EUR;NN;
108;NN Akcji (NN FIO);FIO;;;;;;;;;;;;;1998;200;50;;1051.1;akcji;100% WIG;;;;;;;;70%;96.4;3.5;4;0;;;3.23;3.5;ozn spada do 0.3% przy 1 000 000;;;NN (PL) Akcji;NN;
109;NN Akcji Œrodkowoeuropejskich (NN FIO);FIO;;;;;;;;;;;;;2008;200;50;;191.2;akcji;40% CECE Composite Index Total Return (CECENTRE);45% BIST Dividend (XU Dividend);15% ATX Net Total Return (ATXNTR);;;;;;70%;97.15;3.5;4;0;;;4.32;3.51;ozn spada do 0.3% przy 1 000 000;;;NN (PL) Akcji Œrodkowoeuropejskich;NN;
357;NN Gotówkowy (NN FIO);FIO;;;;;;;;;;;;;1999;200;50;;767.3;pieniê¿ne;100% WIBID 6M;;;;;;;;;;0.75;0;0;;;0.75;0.75;;;;NN (PL) Gotówkowy;NN;
358;NN Lokacyjny Plus (NN FIO);FIO;;;;;;;;;;;;;2008;200;50;;810;pieniê¿ne;100% WIBID 12M;;;;;;;;;;1;0;0;;;1;1.01;;;;NN (L) Lokacyjny Plus;NN;
359;NN Obligacji (NN FIO);FIO;;;;;;;;;;;;;1999;200;50;;729.6;d³u¿ne;100% Merrill Lynch G0PL;;;;;;;;;;1.25;1;0;;;1.19;1.25;ozn spada do 0.2% przy 1 000 000;;;NN (PL) Obligacji;NN;
360;NN Perspektywa 2020 (NN Perspektywa SFIO);SFIO;;;;;;;;;;;;;2012;200;50;codziennie;49.5;mieszane;nie ma;;;;;;;;;0;1.3;3;0;;;1.19;1.59;ozn spada do 0.2% przy 1 000 000;w inne fundusze NN;;NN Subfundusz Perspektywa 2020;NN;
361;NN Perspektywa 2025 (NN Perspektywa SFIO);SFIO;;;;;;;;;;;;;2012;200;50;codziennie;75;mieszane;nie ma;;;;;;;;;0;1.5;3;0;;;1.38;1.8;ozn spada do 0.2% przy 1 000 000;w inne fundusze NN;;NN Subfundusz Perspektywa 2025;NN;
362;NN Perspektywa 2030 (NN Perspektywa SFIO);SFIO;;;;;;;;;;;;;2012;200;50;codziennie;59.1;mieszane;nie ma;;;;;;;;;0;1.7;3;0;;;1.48;2.02;ozn spada do 0.2% przy 1 000 000;w inne fundusze NN;;NN Subfundusz Perspektywa 2030;NN;
363;NN Perspektywa 2035 (NN Perspektywa SFIO);SFIO;;;;;;;;;;;;;2012;200;50;codziennie;52.7;mieszane;nie ma;;;;;;;;;0;1.9;3;0;;;1.56;2.23;ozn spada do 0.2% przy 1 000 000;w inne fundusze NN;;NN Subfundusz Perspektywa 2035;NN;
364;NN Perspektywa 2040 (NN Perspektywa SFIO);SFIO;;;;;;;;;;;;;2012;200;50;codziennie;39.1;mieszane;nie ma;;;;;;;;;0;2.1;3;0;;;1.69;2.44;ozn spada do 0.2% przy 1 000 000;w inne fundusze NN;;NN Subfundusz Perspektywa 2040;NN;
365;NN Perspektywa 2045 (NN Perspektywa SFIO);SFIO;;;;;;;;;;;;;2012;200;50;codziennie;46.7;mieszane;nie ma;;;;;;;;;0;2.1;3;0;;;1.79;2.45;ozn spada do 0.2% przy 1 000 000;w inne fundusze NN;;NN Subfundusz Perspektywa 2045;NN;
117;NN SFIO Akcji 2;SFIO;;;;;;;;;;;;;2001;2000000;10000;codziennie;1827.7;akcji;100% WIG;;;;;;;;70%;0;0.8;5;0;;;0.62;0.8;ozn spada do 0% przy 5 000 000;;;NN SFIO Akcji 2;NN;
366;NN SFIO Obligacji 2;SFIO;;;;;;;;;;;;;2001;2000000;10000;codziennie;2074.8;d³u¿ne;100% MLG0PL;;;;;;;;;;0.53;2;0;;;0.23;0.53;ozn spada do 0% przy 5 000 000;;;NN SFIO Obligacji 2;NN;
367;NN Stabilnego Wzrostu (NN FIO);FIO;;;;;;;;;;;;;2000;200;50;;1242.7;mieszane;30% MLG0PL;35% MLGFPL;30% WIG;;;;;;30%;30.47;2.5;3;0;;;2.17;2.51;ozn spada do 0.2% przy 1 000 000;;;NN (PL) Stabilnego Wzrostu;NN;
118;NN Œrednich i Ma³ych Spó³ek (NN FIO);FIO;;;;;;;;;;;;;2001;200;50;;325.7;akcji;60% mWIG40;40% sWIG80;;;;;;;90%;90.83;3.5;4;0;;;3.54;3.51;ozn spada do 0.3% przy 1 000 000;;;NN (PL) Œrednich i Ma³ych Spó³ek;NN;
368;NN Zrównowa¿ony (NN FIO);FIO;;;;;;;;;;;;;1998;200;50;;680.9;mieszane;50% WIG;25% MLG0PL;25% MLGFPL;;;;;;;51.2;3;4;0;;;2.53;3.01;ozn spada do 0.2% przy 1 000 000;;;NN (PL) Zrównowa¿ony;NN;
119;Noble Fund Africa and Frontier (Noble Funds SFIO);SFIO;;;;;;;;;;;;;2010;500;100;codziennie;10.3;akcji;nie ma;;;;;;;;;44.18;4;4;0;;;4.48;5.38;ozn spada do 0.75% przy 1 000 000;w fundusze;;Noble Fund Africa and Frontier;Noble;
121;Noble Fund Akcji (Noble Funds FIO);SFIO;;;;;;;;;;;;;2006;500;100;codziennie;412.6;akcji;90% WIG;10% WIBID O/N;;;;;;;70%;92.91;4;4;0;;;4.13;4.05;ozn spada do 1% przy 500 000;;;Noble Fund Akcji;Noble;
120;Noble Fund Akcji Ma³ych i Œrednich Spó³ek (Noble Funds FIO);SFIO;;;;;;;;;;;;;2007;500;100;codziennie;301;akcji;60% mWIG40;20% WIBID O/N;10% mDAX (EUR);10% Russel 2000 (USD);;;;;60%;91.8;4;4;0;20%;ponad benchmark;4.19;4.05;ozn spada do 0.75% przy 1 000 000;;;Noble Fund Akcji Ma³ych i Œrednich Spó³ek;Noble;
369;Noble Fund Global Return (Noble Funds FIO);FIO;;;;;;;;;;;;;2009;500;100;;45.6;absolutnej stopy zwrotu;nie ma;;;;;;;;;32.43;4;4;0;10%;ponad 10%;4.62;4.1;ozn spada do 0.75% przy 1 000 000;;;Noble Fund Global Return;Noble;
370;Noble Fund Mieszany (Noble Funds FIO);FIO;;;;;;;;;;;;;2006;500;100;;100.4;mieszane;50% WIG;50% WIBID O/N;;;;;;;20%;47.17;4;4;0;;;4.16;4.06;ozn spada do 0.75% przy 1 000 000;;;Noble Fund Mieszany;Noble;
371;Noble Fund Obligacji (Noble Funds FIO);FIO;;;;;;;;;;;;;2014;500;100;;79.2;d³u¿ne;100% Treasury BondSpot Poland Index;;;;;;;;;;1.5;1;0;;;1.53;1.53;ozn spada do 0.25% przy 1 000 000;;;Noble Fund Obligacji;Noble;
372;Noble Fund Pieniê¿ny (Noble Funds FIO);FIO;;;;;;;;;;;;;2006;500;100;;74.9;pieniê¿ne;100% WIBID O/N;;;;;;;;;;1;0;0;;;1.53;1.2;;;;Noble Fund Pieniê¿ny;Noble;
373;Noble Fund Stabilnego Wzrostu Plus (Noble Funds FIO);FIO;;;;;;;;;;;;;2007;500;100;;161.9;mieszane;25% WIG;75% WIBID O/N;;;;;;;50%;45.06;3.5;3;0;;;3.56;3.56;ozn spada do 0.5% przy 1 000 000;;;Noble Fund Stabilnego Wzrostu Plus;Noble;
374;Noble Fund Timingowy (Noble Funds FIO);FIO;;;;;;;;;;;;;2008;500;100;;88.9;mieszane;nie ma;;;;;;;;;31.47;4;4;0;10%;ponad 10%;4.28;4.08;ozn spada do 0.75% przy 1 000 000;;;Noble Fund Timingowy;Noble;
122;Novo Akcji (Novo FIO);FIO;;;;;;;;;;;;;1998;100;50;;114.8;akcji;100% WIG;#NAZWA?;;;;;;;;67.38;4;4;0;;;4.12;4.23;ozn spada do 0.9% przy 500 000;;;Novo FIO (Akcji);Novo;
375;Novo Aktywnej Alokacji (Novo FIO);FIO;;;;;;;;;;;;;2009;100;50;;33.5;mieszane;nie ma;;;;;;;;;32.52;3.6;3;0;;;3.63;3.83;ozn spada do 0.7% przy 500 000;;;Novo FIO (Aktywnej Alokacji);Novo;
;Novo Globalnego Dochodu;FIO;;;;;;;;;;;;;2014;100;50;;0.8;mieszane;nie ma;;;;;;;;;;2;2;0;;;-;7.57;ozn do 0.25% przy 500 000;w fundusze;;Novo FIO (Globalnego Dochodu);Novo;
376;Novo Gotówkowy (Novo FIO);FIO;;;;;;;;;;;;;2008;100;50;;146.2;pieniê¿ne;100% WIBID 6M;#NAZWA?;;;;;;;;;1;0;0;;;1;1.02;ozn spada do 0% przy 200 000;;;Novo FIO (Gotówkowy);Novo;
;Novo Ma³ych i Œrednich Spó³ek;FIO;;;;;;;;;;;;;2017;100;50;;-;akcji;nie ma;;;;;;;;50%;;4;4;0;;;-;4;ozn do 0.9% przy 500 000;;;Novo FIO (Ma³ych i Œrednich Spó³ek);Novo;
379;Novo Obligacji Przedsiêbiorstw (Novo FIO);FIO;;;;;;;;;;;;;1998;100;50;;321.2;d³u¿ne;100% Bloomberg/EFFAS Bond Indices Poland Liquid 1-3 Yr;#NAZWA?;;;;;;;;;1.9;0;0;;;1.9;2.18;;;;Novo FIO (Obligacji Przedsiêbiorstw);Novo;
380;Novo Papierów D³u¿nych (Novo FIO);FIO;;;;;;;;;;;;;2001;100;50;;35.5;d³u¿ne;100% Bloomberg/EFFAS Bond Indices Poland Liquid All > 1Yr;#NAZWA?;;;;;;;;;1.5;1;0;;;1.51;1.97;ozn spada do 0% przy 200 000;;;Novo FIO (Papierów D³u¿nych);Novo;
381;Novo Stabilnego Wzrostu (Novo FIO);FIO;;;;;;;;;;;;;1999;100;50;;52.5;mieszane;25% WIG;75% Bloomberg/EFFAS Bond Indices Poland Liquid 1-3 Yr;#NAZWA?;;;;;;;33.18;3;2;0;;;3.02;3.23;ozn spada do 0.25% przy 500 000;;;Novo FIO (Stabilnego Wzrostu);Novo;
382;Novo Zrównowa¿onego Wzrostu (Novo FIO);FIO;;;;;;;;;;;;;1998;100;50;;66.5;mieszane;50% WIG;50% Bloomberg/EFFAS Bond Indices Poland Liquid 1-3 Yr;#NAZWA?;;;;;;;54.6;4;2;0;;;4.05;4.39;ozn spada do 0.4% przy 500 000;;;Novo FIO (Zrównowa¿onego Wzrostu);Novo;
124;Open Finance Akcji (Open Finance FIO);FIO;;;;;;;;;;;;;2012;500;100;;11.5;akcji;70% mWIG40;20% sWIG80;10% Citibank Polish Bond Government Index (1-3);;;;;;70%;77;4;4;0;20%;ponad benchmark;5.48;5.35;ozn spada do 0.75% przy 1 000 000;;;Open Finance Akcji;Open Fnance;
123;Open Finance Akcji Ma³ych i Œrednich Spó³ek (Open Finance FIO);FIO;;;;;;;;;;;;;2012;500;100;;6.5;akcji;90% WIG;10% Citibank Polish Bond Government Index (1-3);;;;;;;70%;83.35;4;4;0;20%;ponad benchmark;5.14;5.02;ozn spada do 0.75% przy 1 000 000;;;Open Finance Akcji Ma³ych i Œrednich Spó³ek;Open Fnance;
383;Open Finance Aktywnej Alokacji (Open Finance FIO);FIO;;;;;;;;;;;;;2012;500;100;;13.1;mieszane;0;;;;;;;;;34.7;4;4;0;15%;ponad benchmark;5.28;4.76;ozn spada do 0.75% przy 1 000 000;;;Open Finance Aktywnej Alokacji;Open Fnance;
384;Open Finance Obligacji (Open Finance FIO);FIO;;;;;;;;;;;;;2012;500;100;;38.1;d³u¿ne;100% Citigroup Poland Government Index;;;;;;;;;;2;1;0;;;2.26;2.32;ozn spada do 0.25% przy 1 000 000;;;Open Finance Obligacji;Open Fnance;
385;Open Finance Pieniê¿ny (Open Finance FIO);FIO;;;;;;;;;;;;;2012;500;100;;55.3;d³u¿ne;100% WIBID 3M;#NAZWA?;;;;;;;;;1.2;0;0;;;1.47;1.47;;;;Open Finance Pieniê¿ny;Open Fnance;
386;Open Finance Stabilnego Wzrostu (Open Finance FIO);FIO;;;;;;;;;;;;;2012;500;100;;19.2;mieszane;25% WIG;75% Citigroup Poland Government Index (1-3);;;;;;;;7.76;3.5;3;0;;;4.01;4.01;ozn spada do 0.5% przy 1 000 000;;;Open Finance Stabilnego Wzrostu;Open Fnance;
387;Opera Alfa-plus.pl (Opera SFIO);SFIO;;;;;;;;;;;;;2009;160000;10000;tygodniowo;32.2;absolutnej stopy zwrotu;nie ma;;;;;;;;;30.68;0;2;1;25%;wzrostu w ci¹gu roku;0.36;0.53;;;;OPERA SFIO (Alfa-plus.pl);Opera;
388;Opera Avista.pl (Opera FIO);FIO;;;;;;;;;;;;;2007;500;500;;24.1;d³u¿ne;nie ma;;;;;;;;;;0.3;0;0;;;0.72;0.93;;;;OPERA FIO (Avista.pl);Opera;
389;Opera Avista-plus.pl (Opera SFIO);SFIO;;;;;;;;;;;;;2009;160000;10000;tygodniowo;2;d³u¿ne;nie ma;;;;;;;;;;0;1;1;10%;wzrostu w ci¹gu roku;1.02;1.09;;;;OPERA SFIO (Avista-plus.pl);Opera;
390;Opera Equilibrium.pl (Opera FIO);FIO;;;;;;;;;;;;;2008;500;500;;6.4;mieszane;nie ma;;;;;;;;max. 70%;40.5;1.75;1;0;10%;wzrostu w ci¹gu roku;2.52;4.07;;;;OPERA FIO (Equilibrium.pl);Opera;
391;Opera NGO SFIO;SFIO;;;;;;;;;;;;;2006;50000;10000;tygodniowo;15.5;mieszane;nie ma;;;;;;;;max. 60%;2.11;1.5;0;0;10%;wzrostu w ci¹gu roku;2.54;4.55;;;;OPERA NGO SFIO;Opera;
392;Opera Pecunia.pl (Opera FIO);FIO;;;;;;;;;;;;;2010;500;500;;12.2;pieniê¿ne;nie ma;;;;;;;;;;0.3;0;0;;;0.86;1.04;;;;OPERA FIO (Pecunia.pl);Opera;
393;Opera Tutus-plus (Opera SFIO);SFIO;;;;;;;;;;;;;2011;160000;10000;tygodniowo;328.8;d³u¿ne;nie ma;;;;;;;;;;0.17;2;1;4.88%;wzrostu w ci¹gu roku;0.44;2.01;;;;OPERA SFIO (Tutus-plus);Opera;
125;Opera Universa.pl (Opera FIO);FIO;;;;;;;;;;;;;2007;500;500;;6.6;akcji;nie ma;;;;;;;;;52.8;2.75;1;0;10%;wzrostu w ci¹gu roku;3.62;4.11;;;;OPERA FIO (Universa.pl);Opera;
126;Optimum Akcji (Optimum FIO);FIO;;;;;;;;;;;;;2013;100;50;;147.6;akcji;30% S&P500;20% WIG20;20% MSCI Emerging Markets;15% EuroStoxx600;10% WIBID 3M;5% NIKKEI225;#NAZWA?;;70%;52.23;3.95;4;0;;;4.42;4.41;;;;OPTIMUM FIO (Akcji);Optimum;
394;Optimum Gotówkowy (Optimum FIO);FIO;;;;;;;;;;;;;2013;100;50;;26.6;pieniê¿ne;100% Bloomberg Poland Local Sovereign Index 1 to 5 Year;#NAZWA?;;;;;;;;;1;0;0;;;1.8;1.88;;;;OPTIMUM FIO (Gotówkowy);Optimum;
395;Optimum Obligacji (Optimum FIO);FIO;;;;;;;;;;;;;2013;100;50;;51.8;d³u¿ne;100% Bloomberg/EFFAS Bond Indices Poland Liquid 1-5 Yr;#NAZWA?;;;;;;;;;1.75;2;0;;;2.19;2.33;;;;OPTIMUM FIO (Obligacji);Optimum;
133;Pioneer Akcji - Aktywna Selekcja (Pioneer FIO);FIO;;;;;;;;;;;;;2010;1000;100;;40.8;akcji;90% WIG;10% WIBID 1M;;;;;;;70%;93.77;4;5;0;;;3.78;3.68;ozn spada do 0.5% przy 1 000 000;;;Pioneer Akcji - Aktywna Selekcja;Pioneer;
127;Pioneer Akcji Amerykañskich (Pioneer Walutowy FIO);FIO;;;;;;;;;;;;;2000;1000;500;;311.6;akcji;50% MSCI USA TR;15% MSCI US Mid Cap Value;15% MSCI US Prime Market Value Index;15% MSCI US Prime Market Growth Index;5% Citigroup USD 3-Month Eurodeposit;;;;;0;3.5;5;0;;;3.36;4.24;ozn spada do 0.5% przy 1 000 000;;;Pioneer Akcji Amerykañskich;Pioneer;
128;Pioneer Akcji Europejskich (Pioneer Walutowy FIO);FIO;;;;;;;;;;;;;2004;1000;500;;359.1;akcji;65% MSCI Europe;15% MSCI Europe Value;15% MSCI Europe Small Cap;5% Citigroup EUR 3-Month Eurodeposit;;;;;;0;3.5;5;0;;;3.4;4.26;ozn spada do 0.5% przy 1 000 000;;;Pioneer Akcji Europejskich;Pioneer;
129;Pioneer Akcji Ma³ych i Œrednich Spó³ek Rynków Rozwiniêtych (Pioneer Funduszy Globalnych SFIO);SFIO;;;;;;;;;;;;;2007;1000;500;codziennie;147.9;akcji;45% MSCI Europe Small Cap;30% MSCI Europe;20% MSCI US Mid Cap Value;5% WIBID;;;;;;0;3.5;5;0;;;3.52;4.29;ozn spada do 0.5% przy 1 000 000;g³ównie w inne fundusze Pioneer;;Pioneer Akcji MiŒ Spó³ek Rynków Rozwiniêtych;Pioneer;
130;Pioneer Akcji Polskich (Pioneer FIO);FIO;;;;;;;;;;;;;1995;1000;100;;675;akcji;80% WIG;10% MSCI Europe;10% WIBID 1M;;;;;;80%;87.96;4;5;0;;;3.82;4.02;ozn spada do 0.5% przy 1 000 000;;;Pioneer Akcji Polskich;Pioneer;
131;Pioneer Akcji Rynków Dalekiego Wschodu (Pioneer Funduszy Globalnych SFIO);SFIO;;;;;;;;;;;;;2007;1000;500;codziennie;34.6;akcji;35% MSCI China 10/40 Index;25% MSCI Japan Index;35% MSCI AC Asia ex. Japan Index;5% WIBID;;;;;;0;3.5;5;0;;;3.56;4.42;ozn spada do 0.5% przy 1 000 000;g³ównie w inne fundusze Pioneer;;Pioneer Akcji Rynków Dalekiego Wschodu;Pioneer;
132;Pioneer Akcji Rynków Wschodz¹cych (Pioneer Funduszy Globalnych SFIO);SFIO;;;;;;;;;;;;;2007;1000;500;codziennie;268.8;akcji;45% MSCI Emerging Markets Index;35% MSCI Emerging Markets Europe & Middle East Index;15% MSCI China 10/40 Index;5% WIBID;;;;;;0;3.5;5;0;;;3.51;4.41;ozn spada do 0.5% przy 1 000 000;;;Pioneer Akcji Rynków Wschodz¹cych;Pioneer;
396;Pioneer Alternatywny - Absolutnej Stopy Zwrotu (Pioneer Funduszy Globalnych SFIO);SFIO;;;;;;;;;;;;;2015;1000;500;codziennie;105;absolutnej stopy zwrotu;nie ma;;;;;;;;;0;1.5;3;0;;;0.83;0.96;ozn spada do 0.4% przy 1 000 000;100% w fundusze Pioneer;;Pioneer Alternatywny - Absolutnej Stopy Zwrotu;Pioneer;
397;Pioneer Alternatywny - Globalnego Dochodu (Pioneer Funduszy Globalnych SFIO);SFIO;;;;;;;;;;;;;2015;1000;500;codziennie;64.9;mieszane;nie ma;;;;;;;;;0;2.5;3;0;;;0.23;1.27;ozn spada do 0.4% przy 1 000 000;min. 70% w fundusze Pioneer;;Pioneer Alternatywny - Globalnego Dochodu;Pioneer;
398;Pioneer Dochodu i Wzrostu Regionu Pacyfiku (Pioneer Funduszy Globalnych SFIO);SFIO;;;;;;;;;;;;;2006;1000;500;codziennie;75.4;mieszane;25% MSCI AC Asia ex. Japan Index;35% MSCI Japan Index;35% Citigroup US Broad Investment Grade Index;5% WIBID;;;;;;0;2.5;4;0;;;2.53;3.32;ozn spada do 0.5% przy 1 000 000;g³ównie w inne fundusze Pioneer;;Pioneer Dochodu i Wzrostu Regionu Pacyfiku;Pioneer;
399;Pioneer Dochodu i Wzrostu Rynku Chiñskiego (Pioneer Funduszy Globalnych SFIO);SFIO;;;;;;;;;;;;;2006;1000;500;codziennie;157.2;mieszane;45% MSCI China 10/40 Index;45% Citigroup US Broad Investment Grade Index;5% Citigroup Global Emerging Market Sovereign Bond Index;5% WIBID;;;;;;0;2.5;4;0;;;2.52;3.25;ozn spada do 0.5% przy 1 000 000;g³ównie w inne fundusze Pioneer;;Pioneer Dochodu i Wzrostu Rynku Chiñskiego;Pioneer;
400;Pioneer Dochodu USD (Pioneer Funduszy Globalnych SFIO);SFIO;;;;;;;;;;;;;2016;1000;500;codziennie;4;mieszane;nie ma;;;;;;;;;0;3.5;0;0;;;1.42;;;100% w fundusze Pioneer;;Pioneer Dochodu USD;Pioneer;
134;Pioneer Dynamicznych Spó³ek (Pioneer FIO);FIO;;;;;;;;;;;;;2012;1000;500;;218.9;akcji;45% sWIG80;35% mWIG40;10% MSCI ACWI SMID Cap Index;10% WIBID 1M;;;;;50%;92.2;3.75;5;0;;;3.8;3.79;ozn spada do 0.5% przy 1 000 000;;;Pioneer Dynamicznych Spó³ek;Pioneer;
401;Pioneer Elastycznego Inwestowania (Pioneer Strategie Funduszowe SFIO);SFIO;;;;;;;;;;;;;2011;1000;100;codziennie;7;mieszane;nie ma;;;;;;;;;0;1.7;3;0;;;2.09;2.16;ozn spada do 0.5% przy 1 000 000;;;Pioneer Elastycznego Inwestowania;Pioneer;
402;Pioneer Gotówkowy (Pioneer Funduszy Globalnych SFIO);SFIO;;;;;;;;;;;;;2009;1000;500;codziennie;3013.1;pieniê¿ne;100% WIBID 1M;;;;;;;;;;0.6;0;0;;;0.6;0.6;ozn spada do 0.5% przy 1 000 000;;;Pioneer Gotówkowy;Pioneer;
135;Pioneer Ma³ych i Œrednich Spó³ek Rynku Polskiego (Pioneer FIO);FIO;;;;;;;;;;;;;2005;1000;100;;241.2;akcji;70% mWIG40;20% sWIG80;10% WIBID 1M;;;;;;67%;93.57;4;5;0;;;4.05;4.03;ozn spada do 0.5% przy 1 000 000;;;Pioneer MiŒ Spó³ek Rynku Polskiego;Pioneer;
403;Pioneer Obligacji - Dynamiczna Alokacja 2 (Pioneer FIO);FIO;;;;;;;;;;;;;2012;1000;100;;413.2;d³u¿ne;75% Citigroup Poland Government Bond Index;25% WIBID O/N;;;;;;;;;1.6;2;0;;;1.57;1.61;ozn spada do 0.2% przy 1 000 000;;;Pioneer Obligacji - Dynamiczna Alokacja 2;Pioneer;
404;Pioneer Obligacji - Dynamiczna Alokacja FIO;FIO;;;;;;;;;;;;;2010;1000;100;codziennie;631.3;d³u¿ne; 75% CPGBI;25% WIBID;;;;;;;;;1.6;2;0;;;1.6;1.61;ozn spada do 0.2% przy 1 000 000;;;Pioneer Obligacji - Dynamiczna Alokacja FIO;Pioneer;
405;Pioneer Obligacji Dolarowych FIO;FIO;;;;;;;;;;;;;2002;1000;500;;1284;d³u¿ne;nie ma;;;;;;;;;;2.5;2;0;;;2.5;3.04;ozn spada do 0.15% przy 1 000 000;min. 70% w inne fundusze;;Pioneer Obligacji Dolarowych Plus;Pioneer;
406;Pioneer Obligacji Europejskich Plus (Pioneer Walutowy FIO);FIO;;;;;;;;;;;;;2003;1000;500;;246;d³u¿ne;95% ML Corp EMU;5% Citigroup EUR 1-Month Eurodeposit;;;;;;;;;2;3;0;;;2.02;2.45;ozn spada do 0.25% przy 1 000 000;;;Pioneer Obligacji Europejskich Plus;Pioneer;
407;Pioneer Obligacji i Dochodu (Pioneer Funduszy Globalnych SFIO);SFIO;;;;;;;;;;;;;2014;1000;500;codziennie;475.2;d³u¿ne;nie ma;;;;;;;;;;1.9;2;0;;;1.93;2.43;ozn spada do 0.2% przy 1 000 000;min. 70% w fundusze Pioneer;;Pioneer Obligacji i Dochodu;Pioneer;
408;Pioneer Obligacji Plus (Pioneer FIO);FIO;;;;;;;;;;;;;1995;1000;100;;1737.3;d³u¿ne;75% Citigroup Poland Government Bond Index;25% WIBID;;;;;;;;;1.6;2;0;;;1.6;1.61;ozn spada do 0.2% przy 1 000 000;;;Pioneer Obligacji Plus;Pioneer;
